Text,Label,task_1
@BillKristol Fixed it ðŸ‘ðŸ»ðŸ‘ðŸ¼ðŸ‘ðŸ‘ðŸ½ðŸ‘ðŸ¾ðŸ‘ðŸ¿ #NotMyPresident #FlagDay2019 #TrumpsAnInternationalDisgrace #TrumpIsATraitor #justsaynotomaga https://t.co/rIQjZznlqx,0,NOT
When a Doctor in West Bengal returns home safely   #we_want_justice  #DoctorsFightBack https://t.co/0vMZW3CC0e,0,NOT
#DoctorsFightBack also we want an apology from hon'ble CM bcoz she has insulted the entire doctor fraternity of india by giving communal anlge to this entire matter ..shame,0,NOT
Respected PM @narendramodi Ji   Address the issue of #AssaultOnDoctors and speak on measures to #StopViolenceAgainstDoctors and #SaveTheDoctors .  #DoctorsUnderOppression   #DoctorsFightBack https://t.co/3dtQlrGefe,0,NOT
@ImRaina @msdhoni Well Said #DhoniKeepsTheGlove,0,NOT
"Junior #Doctors Reject #MamataBanarjee Offer, Continue Strike: 10 Points https://t.co/erraUkn6lJ @ndtv #DoctorsFightBack #DoctorsUnderOppression #DoctorsProtest #BengalBurning #BengalDoctorsStrike #Bengal",0,NOT
"@raj21415 We have ZERO interest in playing GOD, so please don't treat us either as a GOD or as a DOG! If you deserve respect, so do we, nothing more and nothing less...  #DoctorsFightBack",0,NOT
"The big event of #WC19 is today #terroristNationPakistan  Vs lovely people of #Indians , hope #India win it InshaAllah",1,HOF
#DoctorsFightBack  MLN medical college stands with NRSMCH.  No services without security âœŠ  #DoctorsUnderOppression  #DoctorsProtest   @CBSNews   @CNN   @WHO https://t.co/ANbu5CvlfO,0,NOT
And finally Sunil Gavaskar hit a boundary but this time against media and its baseless debates. #DhoniKeepsTheGlove https://t.co/wWHis7nWzl,0,NOT
No matter how big a desert is...it weighs less than a handful of mud...that has given birth to a plant    #SaveBengal  #SaveTheDoctors  #DoctorsFightBack  #DoctorsProtest    https://t.co/EL4hHqVEzJ,0,NOT
Welcome to Trumpworld #morintoon #TrumpIsATraitor #TrumpElections #TrumpCollusion #TrumpCriminalInvestigations #TrumpCrimeSyndicate #TrumpCult https://t.co/cKfoKj66cp,0,NOT
ICC Rules on Gloves      Dear Indian Friends Read it Before any Comments     #DhoniKeepsTheGlove #CWC2019 https://t.co/c6wTjUQkUr,0,NOT
"@justinperr @darenmillard @NHLBruins @StLouisBlues exactly, #Fucktrump and you",1,HOF
Kedar Jadhav asking the clouds to go to Maharashtra... Let all the rains come to India...   #ICCCricketWorldCup2019 #ICCWorldCup #ShameOnICC #INDvPAK https://t.co/gOQgRToVtl,0,NOT
@realDonaldTrump is corrupt and incompetent. He aligns himself with murderous dictators and trusts them over our own dedicated and hardworking intelligence officers. We must unite to remove him with a landslide election. He is a #disgrace #TrumpIsATraitor https://t.co/SX8XovljZo,1,HOF
#Dickhead  Don't be one.   I give you mfs 1 minute of conversation followed by 4 minutes of laughter.  Foh &amp;  Good Day https://t.co/5isPM1bEhc,1,HOF
I'm just gonna leave this right here for you all... #FUCKTRUMP   https://t.co/fB1DUL2OwH,0,NOT
Junior doctors refuse to meet #Mamata at Nabanna. Wants CM to meet them and end the impasse. Doctors to continue with their strike.   #DoctorsFightBack #IstandwithNRS #NRSMCH #SaveTheSaviour #SaveBengal https://t.co/QfC2Apk8pm,0,NOT
@dipaksamanta #BalidanBadge Equally important to Match #DhoniKeepsTheGlove,0,NOT
Shining Diva Italian Designer Non Precious Metal Jewellery Set @ Rs.398    https://t.co/yYoRiEnR4c    More: https://t.co/7ZfoIvw94u    https://t.co/yYoRiEnR4c    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,0,NOT
Translation- 'Even after continuous inaction by the govt against junior doctor's agitation we senior doctors are working because we are not enemy of the people'  A Pediatrician in Sagore Dutta Med Colg still working even after submitting resignation  #DoctorsFightBack  #SaveDoctors https://t.co/ZGn0DexhWx,0,NOT
@WhiteHouse Happy John McCain Day. #FuckTrump https://t.co/CjgyVVsGlV,0,NOT
"Today's cartoon by me on #DhoniKeSaathDesh  Kindly retweet,follow for more such cartoons everyday ðŸ˜‡  #DhoniKeepTheGlove #Dhoni #DhoniKeepsTheGlove #BalidanBadge #ICCWorldCup2019 #MSDhoni #keepthegloves #cartoon #IndiaStandsWithDhoni #India #SuperShowDown @virendersehwag   #ICC https://t.co/C3doGAa7DU",0,NOT
Here are the rules If #DhoniKeepsTheGlove:    1 Game: He looses 25% of his match fee  2 Games: He looses 50% of his match fee  3 games or more: He looses 75% of his match fee      Dhoni is a Millionaire he can afford to loose some peanuts for the pride of the country.     #IndiaWithDhoni https://t.co/rbFH6evLKq,0,NOT
We are only demanding what already should be ours ! #DoctorsUnderOppression #DoctorsProtest #DoctorsFightBack #DoctorsStrike https://t.co/0YNvBUHqdM,0,NOT
@cizzacampbell Didn't realise you were an expert #dickhead,1,HOF
"'safer &amp; more prosperous' ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Oh just fuck off already, won't you? @IvankaTrump #ImpeachTrump #TrumpLiesEveryTimeHeSpeaks #TrumpIsNotAboveTheLaw #TrumpIsATraitor https://t.co/BwP41vIp2b",1,HOF
India's bowling now..and every lunatic's eyes will be on Dhoni's gloves...Damn..#BalidanBadge insignia or not..who dafaq cares!!??#ICCWorldCup2019 #INDvAUS .. seriously..who cares if #DhoniKeepsTheGlove !?,0,NOT
Love it - just ordered mine    #BollockstoBrexit   #BollocksToBoris   #BorisJohnsonShouldNotBePM https://t.co/eKfGIh8M1p,0,NOT
I want to send a pre-birthday â€œFUCK YOUâ€ to Trump for all heâ€™s done to this country.  #fucktrump,1,HOF
Put a stick in this man's hand. Whether it be drum or pool or match or etc. He will murder something with it. #murderer #killer #maxthunder #angelicdesolation #pool #playingpool #poolhustler #thatboysgotthedevilinhimâ€¦ https://t.co/LYJzsLlMTx,1,HOF
Happy #JohnMcCainDay #fucktrump https://t.co/jR3yGUcgoK,0,NOT
"@realDonaldTrump on your birthday, I'd just to wish you a Happy Impeachment, and a hearty 'Fuck off, traitor!'  #JohnMcCainDay   #FUCKTRUMP",1,HOF
"Just saw a video on Vlad of @lordjamar defending a nonce, I'll call this cunt Lord Nonce. Bruva you won't be saying that if it was your daughter. #dickhead #nonce   Stick to your fangirling of @Eminem you #stan",1,HOF
@realDonaldTrump I'm sure that #CrossesAndHoods are all ready to welcome you at the airport too.   #FuckTrump https://t.co/oJixzkyz9U,0,NOT
Did I just hear that right?  Andrea Mitchell asked Anita Hill if she thought the way Joe Biden handled the Clarence Thomas hearings put him on a moral equivalence with Donald Trump.  #WTAF #dickhead,0,NOT
Retweet if you think #DerangedDonnie @realDonaldTrump should stop blocking the design of the new $20 bill. (image via @nytimes).  Trump proves he is a racist and a bigot.  #TrumpTantrum #TrumpMustResign #TrumpIsATraitor https://t.co/vs8mCT278P,1,HOF
#twinklesharma #rapist_must_hanged_till_death #rapist #justicefortwinkle #yqbaba  @DrKumarVishwas @rahatindori  Read my thoughts on YourQuote app at https://t.co/DcJagScNcQ https://t.co/JVbzEzTcQs,0,NOT
"@ShashiTharoor Even after this you won't criticise #Mamta Govt. A mob of 200 people attacks an hospital beat the hell out of doctors, terrorizes the patients , hit an 22 yr old doc. So badly that his skull is broken &amp; he is in a state of coma. 1/2     #DoctorsFightBack #DoctorStrike",0,NOT
"remember the Ind vs NZL T20 held on 7th Nov 2017 in Trivandrum, India in which the game started within half an hour after the heavy 5 hrs rain. What a pathetic condition for the stadiums in ENG even they are developed country. ICC has to be more vigilant. #ShameOnICC #ICCWC2019 https://t.co/vPdgFqhNmM",0,NOT
This is love   #DoctorsStrike #SaveDoctors  #strike #DoctorsStrike #Kolkata #DoctorsFightBack #WestBengal https://t.co/2UWSzulB0s,0,NOT
"@anjanaomkashyap Mam.According to me instead of taking steps regarding Reservations,Green Environment..The government should take necessary steps regarding #Rape_cases in #INDIA..Its not The time of changing the girls dressing sense its about changing the #Rapist thoughts...âœŒâœŒ",0,NOT
@The_OJSimpson32  JUICE IS STILL ON THE LOOSE #MURDERER https://t.co/yU9tvyYjNw,0,NOT
AIIMS Delhi doctor continues protest against Bengal violence wearing helmet in viral photo https://t.co/CbMlxmCv9f  #BengalBurning #DoctorsFightBack #Savethedoctors #SaveBengal,0,NOT
@NatureisScary #showingoff for a #girl works out #again   #douchebag   #swan is what does that to a pond #btw. They uproot vegetation. #paz n #love,0,NOT
#trump went from #NoCollusion to #ProCollusion    #TrumpIsATraitor https://t.co/oFbwqeMW50,0,NOT
"@next_china Again, #boycottChina #IPtheft #humanrightsviolations #CCPisevil",0,NOT
"#SaturdayMotivation this video motivates me!!! Be brave !!!! Raise ur voice!!!!     Protesting doctors applaud as more doctors resign and walk out of Medical College and Hospital, Kolkata #MamataLosingControl #BengalDoctorsStrike #DoctorsFightBack https://t.co/3BOUUJeqKO",0,NOT
Tree symbolizing Trump-Macron friendship dies #Resist #ResistTrump #FuckTrump https://t.co/hEHwwgowi3,0,NOT
#ShameOnICC   1. ICC on Dhoni's gloves.  2. ICC planing of other matches https://t.co/bjhysij4JF,0,NOT
"Hello @ICC , You can stop @msdhoni from wearing army symbols in his gloves, but you can't stop his fansðŸ‡®ðŸ‡³  #INDvAUS #WorldCup2019 #Dhoni #DhoniAtCWC19 #DhoniKeepsTheGlove #India https://t.co/5tNyl3i5fq",0,NOT
"Wayyy past time for #DonTheCon to face #ImpeachmentHearingsNow.  #TrumpIsAWannabeDictator, #TrumpIsATraitor, #TrumpIsACriminal, #TrumpIsAFraud, &amp; #TrumpObstructedJustice.  What more do Dems need to #LockHimUp? https://t.co/bpB0xfQDaN",1,HOF
"Let's go congress, do your job!  #PutinsGOP   #FuckTrump https://t.co/tL1CqWz4H2",0,NOT
@SadiqKhan what the fuck ate tou doing you smug bastard.  Why the fuck are you not enforcing more fucking police on the streets of London????? #dickhead #NewmMayorNeeded,1,HOF
Great thread about WHY an #ImpeachmentInquiryNow is necessary. @SpeakerPelosi please read. #democracydependsonit #TrumpIsATraitor https://t.co/6bARkZyJR6,0,NOT
2023 Cricket World Cup https://t.co/iWFQBextAg via @@spozom   #INDvAUS #cbhaveyoursay  #iccversusindia  #dhonikeepstheglove  #msdhoni,0,NOT
Who is gonna win tomorrow?  #INDvsPAK  #IndvsPak rain  #ausvspak  #CWC19 #CWC  #RainStopsMatch #ICCCricketWorldCup #ICCWorldCup2019 #ShameOnICC,0,NOT
"Whenever I hear #Airplane sound, I feel Airdrop is coming ðŸ¤”    #PUBGeffect #PUBG #PUBG_MOBILE #PUBGclips #PUBG_DMM #PUBGãƒ¢ãƒã‚¤ãƒ« @PUBGMOBILE @PUBG @PUBGpartners @thetanmay @msdhoni @ImRo45 @MdShami11 @BhuviOfficial #IndiaWithDhoni #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni",0,NOT
How frightening #BorisJohnsonShouldNotBePM https://t.co/ee5mW9liQJ,0,NOT
Analysis: Sarah Sanders' audience of one #Resist #ResistTrump #FuckTrump https://t.co/WRUvaPGsG6,0,NOT
Happy birthday mr. President #FuckTrump https://t.co/E0UQW5Fesu,0,NOT
"#DoctorsFightBack    75 year old Mohammad Shahid died in hospital, his relatives came truckload &amp; beat up doctors.     One doctor is critical as he got skull fracture from brick hurled.    Why no action against those people?  Why politicisation?  Where BJP/RSS is to be blamed? https://t.co/78EiYliTj9",0,NOT
Hey creepy old fucker if you approach my daughter again youâ€™re gonna get punched in the throat! #dickhead,1,HOF
Her freedom of speech is very important because she's his spokeswoman. Completely unethical!!!!! #TrumpIsATraitor #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDayJune14th https://t.co/Vbfndwo2nY,0,NOT
.#BorisJohnsonShouldNotBePM he wonâ€™t have had a national mandate only the conservatives get a say how is that democracy? https://t.co/fq6mi8Uxfy,0,NOT
#DoctorsFightBack | Here's the number of resignations from medical colleges as agitating doctors place 6 demands and seek an apology from WB CM Mamata Banerjee to end their strike    https://t.co/ROY0hXnQ8z,0,NOT
@RidemDoc @RickyRebelRocks I still feel the same. #FuckTrump,0,NOT
These depictions of Noahâ€™s Ark are accidentally gayâ€”and people are here for it #Resist #ResistTrump #FuckTrump https://t.co/n4Inw90fuc,0,NOT
water have no color but gloves does have that is why @ICC  saw dhoni's glove not the water.  #ShameOnICC,0,NOT
Stop violence on doctors. Take action to save the saviour @MamataOfficial @CMOWestBengal @MoHFW_INDIA #DoctorsFightBack #SAVETHESAVIOUR #Savethedoctors .,0,NOT
Yesterday match #AUSvWI Gayle got out by lbw in no ball..ICC @ICC Don't have time to fine umpires for poor umpiring. But they have time to say remove the balidan symbol from dhoni glovesðŸ˜¡ðŸ˜¡ it's ridiculous ðŸ˜¡ #DhoniKeepsTheGlove https://t.co/8FMr3JHFqt,0,NOT
https://t.co/ZrtOAP86md I'm gonna go their own route and say all homophobic religious nuts should drink poisoned Kool-Aid. ðŸ³ï¸â€ðŸŒˆ #LGBTEquality #LGBTQ #FuckTrump,1,HOF
@PressSec @realDonaldTrump Good riddance and #FUCKTRUMP,0,NOT
"Dear @narendramodi sir,   Please look into the current medical situation in West Bengal.Many of the innocent patients are losing their lives due to some adverse decisions by CM ... it is all her ego.. ....#SaveBengal #Savethedoctors   #DoctorsFightBack   #MamataLosingControl",0,NOT
@GOP @realDonaldTrump is a #traitor to #America!   #FuckTrump #TrumpMustResign #TrumpMustBeLockedUp #AmericansForImpeachment #TrumpIsATraitor #Treason https://t.co/kbaW8VjwKN,1,HOF
".@FOXFOOTY â€œjust let people sit there and watch the footyâ€??? Yeah, so weâ€™ll ignore the behaviour the drove Goodesy out of the game just to make you feel more comfortable? #douchebag",0,NOT
"Dear ICC, this is also a political symbol of your country, than what is it doing on England's jersey.. Why such hipocrisy??  #ShameonICC  #NationWithDhoni https://t.co/5JQ3MKlX3R",0,NOT
"Hey @BJP4India   Voted to use your power, not sit quite.  #Article356   No one is tweeting about #DoctorsFightBack #DoctorsStrike   Can't tolerate this dumb govt for next 5 years.",0,NOT
#GOPCorruption #GOPTraitors #GOPTreason #FuckTrump  #FuckGOP  #GOPSaleOut &amp; GOPSaleOut,0,NOT
Here is Yoga for Women... Read more...  Remain Young and Fit with Yoga and know more benefits.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling  #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting  #doctorsstrike #ENGvWI https://t.co/xdvyFE5fYj,0,NOT
@WIONews @KP24 Will Rain win the World Cup #ShameOnICC,0,NOT
4 matches were can't play due to rain and many more will be not played fir the same reason .  Conclusion this world cup is no more world cup.  #ShameOnICC  #RainCup,0,NOT
Actual match scheduled of ICC worldcup 2019 and also ICC increased prize money because of rain playing extraordinary game   #ShameOnICC https://t.co/Gpv5Zp4Pek,0,NOT
#huckabeesdaughterlies #huckabeesdaughterlies.... your daughter lies so much you cant tell the difference betwern her and #trumpisatraitor https://t.co/oUUHNifisx,0,NOT
@DAZN_USA @EddieHearn @stephenasmith @Andy_destroyer1 Stephen is nothing but a complete clueless #douchebag,0,NOT
"@nielslesniewski If you were his children, would you want to spend the day with him?  NOT.  #TrumpIsADisgrace   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsATraitor   #TrumpIsCrazy",1,HOF
@cher We love you Cher. #FuckTrump,0,NOT
"#LoserTrump is firing his own pollsters, which show him running behind across the board. That, while he invites foreign powers to interfere with the #2020Election.  #TrumpIsATraitor  #TrumpIsTheEnemyOfThePeople  #TrumpIsANationalSecurityThreat    https://t.co/V6yvi9quHt",1,HOF
Virat asked Indians fans to applaud Steve |MS dhoni sixes |gestures https://t.co/XgvTJTEoVb via @YouTube #ICCWC2019 #DhoniKeepsTheGlove,0,NOT
ICC turns down #BCCI's request to allow @msdhoni to continue wearing the army insignia on his wicket-keeping gloves; ICC says regulations for ICC events do not permit any individual message or logo to be displayed on any items of clothing or equipment.   #DhoniKeepsTheGlove https://t.co/pm1WrtGKB2,0,NOT
"Ok so the conclusion is: rules should be the same for all teams, we have seen Pakistani players do namaz on the field and English players having some nationalistic logo on their jersey.   #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh",0,NOT
@RudyGiuliani @realDonaldTrump Many people are saying that #DonTheCon #TrumpIsATraitor   https://t.co/NcVbEApwlO https://t.co/SpxdqUYNO5,0,NOT
"@ACTBrigitte well clutch my pearls... OMG you have feelings and support Trump?  Sorry, I dont believe you! #TrumpIsATraitor",0,NOT
